"artist";"title"
"Arctic Monkeys";"Don't Sit Down, 'Cause I've Moved Your Chair"
"Mnnqns";"Bored In This Town"
"Florence The Machine";"Spectrum"
"Black Honey";"Midnight"
"Arcade Fire";"Afterlife"
"The Clash";"London Calling"
"Peter Von Poehl";"The Story Of The Impossible"
"Girl In Red";"Bad Idea!"
"Fatboy Slim";"Rockafeller Skank"
"Babyshambles";"Killamangiro"
"Anna Calvi";"As A Man"
"Les Rita Mitsouko";"Singing In The Shower (Feat. Sparks)"
"David Bowie";"Waterloo Sunset"
"Vampire Weekend";"This Life"
"U2";"Sunday Bloody Sunday"
"Neon Trees";"Animal"
"Toy";"Fun City"
"Style Council";"Shout To The Top"
"Muse";"Mercy"
"Joy Division";"She's Lost Control"
"Johnny Cash";"Personal Jesus"
"Stereophonics";"Bust This Town"
"The Waterboys";"A Girl Called Johnny"
"Weezer";"Can't Knock The Hustle"
"Jack White";"Sixteen Saltines"
"Lou Reed";"Satellite Of Love"
"Joseph Arthur";"In The Sun"
"Jade Bird";"Uh Huh"
"Beck";"Loser"
"Ghinzu";"Do You Read Me"
"Editors";"Black Gold"
"Bjork";"Army Of Me"
"The Divine Comedy";"To The Rescue"
"The Jam";"Down In The Tube Station At Midnight"
"The Servant";"Hey Lou Reed"
"Broken Bells";"Good Luck"
"Primal Scream";"Movin' On Up"
"Donovan";"Mellow Yellow"
"Franz Ferdinand";"Darts Of Pleasure"
"Death Cab For Cutie";"Northern Lights"
"Smash Mouth";"All Star"
"Shoulders";"The Fun Never Stops"
"Christine And The Queens";"Cripple"
"Mott The Hoople";"All The Young Dudes"
"Radiohead";"There There"
"Manic Street Preachers";"If You Tolerate This Your Children Will Be Next"
"Hanni El Khatib";"Dead Wrong"
"Eels";"Susan's House"
"Cigarettes After Sex";"Apocalypse"
"Richard Hell And The Voidoids";"Blank Generation"
"Nick Cave & The Bad Seeds";"Nature Boy"
"Nouvelle Vague";"Guns Of Brixton"
"Feet";"English Weather"
"Asaf Avidan & The Mojos";"Reckoning Song / One Day (Wankelmut Remix)"
"Gang Of Four";"Damaged Goods"
"Placebo";"Melody Nelson"
"Air";"Sexy Boy"
"Stephen Malkmus";"Ballad Of A Thin Man"
"Bloc Party";"Ratchet"
"The Who";"Who Are You"
"Teitur";"Catherine The Waitress"
"Supergrass";"Alright"
"The Moldy Peaches";"Anyone Else But You"
"Radio Elvis";"23 Minutes"
"Temples";"Strange Or Be Forgotten"
"Count Five";"Psychotic Reaction"
"Babyshambles";"Delivery"
"Miles Kane";"Loaded"
"The Pogues";"Dirty Old Town"
"Radiohead";"Idioteque"
"The Good, The Bad & The Queen";"Merrie Land"
"The Prodigy";"Smack My Bitch Up"
"The Smashing Pumpkins";"Being Beige"
"T.rex";"Children Of The Revolution"
"Moby";"Natural Blues"
"Eagles Of Death Metal";"Wanna Be In L.a."
"Sam Fender";"Hypersonic Missiles"
"Fun Lovin' Criminals";"Scooby Snacks"
"Hozier";"Take Me To Church"
"Blondie";"Atomic"
"The Killers";"Human"
"Jack White";"Connected By Love"
"X Ambassadors";"Unsteady"
"The Rolling Stones";"No Expectations"
"The Script";"The Man Who Can't Be Moved"
"Daft Punk";"Around The World"
"Damien Rice";"Volcano"
"Noel Gallagher's High Flying...";"Everybody's On The Run"
"Elvis Costello";"(The Angels Wanna Wear My) Red Shoes"
"R.e.m.";"We All Go Back To Where We Belong"
"The Coral";"Sweet Release"
"Depeche Mode";"Never Let Me Down Again"
"Sporto Kantes";"Whistle"
"Beastie Boys";"Sabotage"
"Franz Ferdinand";"Always Ascending"
"Patti Smith";"Dancing Barefoot"
"Mgmt";"Time To Pretend"
"Aldous Harding";"Fixture Picture"
"David Bowie";"Modern Love"
"Boogers";"Lost My Lungs"
"Gomez";"78 Stone Wobble"
"The Strumbellas";"Spirits"
"The Kinks";"Victoria"
"Nine Inch Nails";"The Hand That Feeds"
"Mumford & Sons";"Guiding Light"
"The Pretenders";"Popstar"
"Ty Segall";"Fanny Dog (Royal)"
"Blur";"Beetlebum"
"Alt-J";"Breezeblocks"
"Devo";"Mongoloid"
"Phoenix";"Long Distance Call"
"The Clash";"Rock The Casbah"
"The Dandy Warhols";"We Used To Be Friends"
"Radiohead";"Creep"
"Vampire Weekend";"Diane Young"
"Talking Heads";"Take Me To The River"
