"artist";"title"
"Lana Del Rey";"Video Games"
"Allusinlove";"All Good People"
"Grant Lee Buffalo";"Fuzzy"
"Beady Eye";"Shine A Light"
"The Beach Boys";"Sail On Sailor"
"Martina Topley Bird";"Baby Blue"
"The Smashing Pumpkins";"Silvery Sometimes (Ghosts)"
"Muse";"Unintended"
"The Ting Tings";"We Walk"
"Pixies";"Catfish Kate"
"Violent Femmes";"Blister In The Sun"
"Portugal. The Man";"Purple Yellow Red And Blue"
"Madness";"My Girl"
"Angus & Julia Stone";"Big Jet Plane"
"Happy Mondays";"Bob Yer's Uncle"
"Arctic Monkeys";"Dancing Shoes"
"The Prodigy";"Firestarter"
"Queens Of The Stone Age";"My God Is The Sun"
"The Cure";"Boys Don't Cry"
"Arcade Fire";"The Suburbs"
"Two Door Cinema Club";"Satellite"
"The Pogues";"Fairytale Of New York (Feat. Kirsty Maccoll)"
"Vampire Weekend";"White Sky"
"Starcrawler";"No More Pennies"
"Radiohead";"High & Dry"
"Brns";"Pious Platitudes"
"David Bowie";"The Man Who Sold The World"
"Anna Calvi";"Desire"
"Beirut";"Landslide"
"Johnny Cash";"The Man Comes Around"
"Toy";"Sequence One"
"Bjork";"Violently Happy"
"Kavinsky";"Nightcall (Dustin N'guyen Remix)"
"Alan Vega";"Jukebox Babe"
"The Fratellis";"Henrietta"
"The National";"You Had Your Soul With You"
"Beck";"The New Pollution"
"Mgmt";"Kids"
"Swim Deep";"Sail Away, Say Goodbye"
"Supergrass";"Pumping On The Stereo"
"Benjamin Clementine";"Nemesis"
"Lou Reed";"Berlin"
"Franz Ferdinand";"The Fallen"
"Billy Idol";"White Wedding"
"Babyshambles";"You Talk"
"The Raconteurs";"Sunday Driver"
"Massive Attack";"Karmacoma"
"Kasabian";"Stevie"
"Devo";"Whip It"
"Weezer";"Pork And Beans"
"Charlie Winston";"Photograph"
